Identificador_Identifier;Tipo_Type;Latitud_Latitude;Longitud_Longitude;ExactitudHorizontal_HorzAccuracy;NivelConfHoriz_HorzConfLevel;ResolucionHoriz_HorzResolution;SistRefHorizontal_HorzRefSyst;Elevacion_Elevation;ExactitudVertical_VertAccuracy;NivelConfVertical_VertConfLevel;ResolucionVert_VertResolution;SistRefVertical_VertRefSyst;Altura_Height;UnidadMedida_UOM;IdOriginador_OriginatorId;IdFuente_SourceId;TipoMedicion_MeasurementType;FechaMedicion_MeasurementDate;Señalizado_Marking;Iluminado_Lighting;Frangible_Frangibility;TipoGeometria_GeometryType;Integridad_Integrity;NotaIntegridad_IntegrityRemark;AMDT;PUB;WEF
LEPA-OBS-01358-001-2015;Poste-Mástil/Pole;393246.8518N;0024442.1215E;0.008;95;0.001;WGE;8.867;0.016;95;0.001;MSL;2.714;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02791-001-2015;Edificio/Building;393333.8839N;0024923.7072E;0.2;95;0.001;WGE;141.086;0.2;95;0.001;MSL;13.306;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03522-001-2015;Árbol/Tree;393153.0823N;0024722.3216E;0.5;95;0.001;WGE;95.113;0.25;95;0.001;MSL;12.593;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03020-017-2015;Sistema Iluminación/Electrical Exit Light;393256.3248N;0024451.0598E;0.01;95;0.001;WGE;5.551;0.023;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03021-019-2015;Sistema Iluminación/Electrical Exit Light;393246.0989N;0024414.0778E;0.01;95;0.001;WGE;8.969;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02995-001-2015;Sistema Iluminación/Electrical Exit Light;393342.2457N;0024431.4862E;0.007;95;0.001;WGE;3.047;0.018;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00157-003-2015;Valla/Fence;393237.2692N;0024230.3614E;0.01;95;0.001;WGE;15.127;0.015;95;0.001;MSL;2.735;m;AENA S.A.;CONSULTOP;GPS;20151122;Si/Yes;Si/Yes;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00127-001-2015;Valla/Fence;393239.8356N;0024228.9545E;0.1;95;0.001;WGE;11.816;0.1;95;0.001;MSL;1.6;m;AENA S.A.;CONSULTOP;GPS;20151203;Si/Yes;Si/Yes;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01690-011-2015;Edificio/Building;393248.1680N;0024358.4327E;0.2;95;0.001;WGE;33.257;0.2;95;0.001;MSL;28.867;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02985-002-2015;Sistema Iluminación/Electrical Exit Light;393309.5664N;0024323.4974E;0.006;95;0.001;WGE;4.061;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03016-002-2015;Sistema Iluminación/Electrical Exit Light;393242.0093N;0024414.2359E;0.007;95;0.001;WGE;7.731;0.02;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01652-006-2015;Tendido Eléctrico/Transmission Line;393543.5904N;0024514.4026E;0.5;95;0.001;WGE;96.724;0.25;95;0.001;MSL;23.904;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02815-002-2015;Poste-Mástil/Pole;393216.9900N;0024802.8444E;0.2;95;0.001;WGE;105.192;0.2;95;0.001;MSL;7.302;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01753-001-2015;Árbol/Tree;393414.9953N;0024810.1740E;0.2;95;0.001;WGE;60.529;0.2;95;0.001;MSL;20.529;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151128;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00878-002-2015;Tendido Eléctrico/Transmission Line;393242.4792N;0024207.8386E;0.5;95;0.001;WGE;18.824;0.25;95;0.001;MSL;9.914;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151203;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01489-003-2015;Sistema Iluminación/Electrical Exit Light;393228.3881N;0024322.3359E;0.5;95;0.001;WGE;12.363;0.1;95;0.001;MSL;9.85;m;AENA S.A.;CONSULTOP;GPS;20151203;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01652-010-2015;Tendido Eléctrico/Transmission Line;393523.7591N;0024554.1692E;0.5;95;0.001;WGE;65.821;0.25;95;0.001;MSL;24.011;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03014-006-2015;Sistema Iluminación/Electrical Exit Light;393231.8485N;0024352.9667E;0.007;95;0.001;WGE;7.689;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03020-009-2015;Sistema Iluminación/Electrical Exit Light;393253.7142N;0024442.5164E;0.007;95;0.001;WGE;5.631;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02603-001-2015;Árbol/Tree;393226.6343N;0024404.6856E;0.2;95;0.001;WGE;13.927;0.2;95;0.001;MSL;6.847;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01920-001-2015;Chimenea/Chimney;393345.3733N;0024855.9791E;0.5;95;0.001;WGE;102.032;0.1;95;0.001;MSL;10.5;m;AENA S.A.;CONSULTOP;GPS;20151203;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02997-015-2015;Sistema Iluminación/Electrical Exit Light;393343.6681N;0024437.1725E;0.01;95;0.001;WGE;2.548;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01711-006-2015;Antena/Antenna;393207.5034N;0024318.9564E;0.5;95;0.001;WGE;37.33;0.25;95;0.001;MSL;34.16;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151203;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02826-003-2015;Tendido Eléctrico/Transmission Line;393126.8348N;0024803.6787E;0.5;95;0.001;WGE;131.012;0.25;95;0.001;MSL;27.122;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02991-001-2015;Sistema Iluminación/Electrical Exit Light;393324.9341N;0024355.0488E;0.011;95;0.001;WGE;3.599;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02838-001-2015;Árbol/Tree;393134.9734N;0024856.8821E;0.2;95;0.001;WGE;149.47;0.2;95;0.001;MSL;7.33;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02050-010-2015;Obstáculo Móvil/Mobile Obstacle;393337.4005N;0024404.5064E;0.009;95;0.001;WGE;8.507;0.016;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151121;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02935-001-2015;Árbol/Tree;393236.1631N;0024215.7750E;0.2;95;0.001;WGE;20.666;0.2;95;0.001;MSL;14.676;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151201;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02953-002-2015;Sistema Iluminación/Electrical Exit Light;393247.2031N;0024251.8210E;0.007;95;0.001;WGE;4.16;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03026-008-2015;Sistema Iluminación/Electrical Exit Light;393323.5937N;0024540.1896E;0.018;95;0.001;WGE;2.731;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03003-003-2015;Sistema Iluminación/Electrical Exit Light;393250.9845N;0024423.5110E;0.011;95;0.001;WGE;9.16;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03443-001-2015;Edificio/Building;393104.9853N;0024455.5480E;0.5;95;0.001;WGE;62.225;0.25;95;0.001;MSL;51.725;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03525-001-2015;Árbol/Tree;393154.3547N;0024653.7854E;0.5;95;0.001;WGE;67.53;0.25;95;0.001;MSL;16.72;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02020-044-2015;Obstáculo Móvil/Mobile Obstacle;393308.4148N;0024532.3530E;0.01;95;0.001;WGE;6.822;0.018;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151120;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02807-001-2015;Árbol/Tree;393218.1208N;0024749.9089E;0.2;95;0.001;WGE;96.858;0.2;95;0.001;MSL;9.108;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00157-004-2015;Valla/Fence;393237.5802N;0024229.4011E;0.1;95;0.001;WGE;14.357;0.1;95;0.001;MSL;2.6;m;AENA S.A.;CONSULTOP;GPS;20151203;Si/Yes;Si/Yes;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02984-004-2015;Sistema Iluminación/Electrical Exit Light;393302.6229N;0024309.2750E;0.013;95;0.001;WGE;4.336;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02604-001-2015;Árbol/Tree;393224.8372N;0024400.9993E;0.2;95;0.001;WGE;14.001;0.2;95;0.001;MSL;6.501;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151124;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02020-003-2015;Obstáculo Móvil/Mobile Obstacle;393225.6492N;0024324.7457E;0.009;95;0.001;WGE;8.262;0.015;95;0.001;MSL;4.8;m;AENA S.A.;CONSULTOP;GPS;20151120;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03542-001-2015;Árbol/Tree;393118.2183N;0024746.3322E;0.5;95;0.001;WGE;108.666;0.25;95;0.001;MSL;14.666;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02435-001-2015;Poste-Mástil/Pole;393241.4816N;0024854.3934E;0.2;95;0.001;WGE;137.526;0.2;95;0.001;MSL;7.636;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151120;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02998-008-2015;Sistema Iluminación/Electrical Exit Light;393343.3206N;0024442.1125E;0.007;95;0.001;WGE;2.731;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03514-001-2015;Árbol/Tree;393143.4095N;0024651.1895E;0.5;95;0.001;WGE;68.976;0.25;95;0.001;MSL;13.226;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00540-001-2015;Señal/Sign;393315.1186N;0024334.9426E;0.009;95;0.001;WGE;3.926;0.011;95;0.001;MSL;0.95;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02984-002-2015;Sistema Iluminación/Electrical Exit Light;393303.2397N;0024309.3869E;0.011;95;0.001;WGE;4.387;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03022-011-2015;Sistema Iluminación/Electrical Exit Light;393247.6322N;0024419.5669E;0.009;95;0.001;WGE;9.003;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00515-001-2015;Señal/Sign;393247.8503N;0024242.0016E;0.009;95;0.001;WGE;4.403;0.013;95;0.001;MSL;1.03;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01647-005-2015;Tendido Eléctrico/Transmission Line;393441.4647N;0024341.2923E;0.2;95;0.001;WGE;52.65;0.2;95;0.001;MSL;35.658;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20131220;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03547-002-2015;Poste-Mástil/Pole;393249.0184N;0024753.4786E;0.5;95;0.001;WGE;86.509;0.25;95;0.001;MSL;6.789;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01727-004-2015;Tendido Eléctrico/Transmission Line;393222.8112N;0024828.2686E;0.2;95;0.001;WGE;147.961;0.2;95;0.001;MSL;25.011;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151129;No;No;No;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-049-2015;Sistema Iluminación/Electrical Exit Light;393336.8541N;0024433.3795E;0.009;95;0.001;WGE;3.765;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03013-001-2015;Sistema Iluminación/Electrical Exit Light;393233.1497N;0024349.9584E;0.006;95;0.001;WGE;7.233;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01156-001-2015;Otros/Other;393338.3084N;0024441.7119E;0.05;95;0.001;WGE;3.463;0.1;95;0.001;MSL;1.55;m;AENA S.A.;CONSULTOP;GPS;20151203;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02958-004-2015;Sistema Iluminación/Electrical Exit Light;393251.6661N;0024302.6672E;0.008;95;0.001;WGE;4.182;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02951-013-2015;Sistema Iluminación/Electrical Exit Light;393301.1049N;0024319.6822E;0.007;95;0.001;WGE;4.382;0.012;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02434-001-2015;Árbol/Tree;393242.7860N;0024853.6118E;0.2;95;0.001;WGE;135.857;0.2;95;0.001;MSL;9.017;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151120;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-022-2015;Sistema Iluminación/Electrical Exit Light;393307.1230N;0024330.4014E;0.014;95;0.001;WGE;4.231;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02046-001-2015;Sistema Eléctrico/Electrical System;393257.2082N;0024428.7863E;0.012;95;0.001;WGE;10.068;0.021;95;0.001;MSL;1.05;m;AENA S.A.;CONSULTOP;GPS;20151120;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01663-001-2015;Torre/Tower;393256.8885N;0024333.3899E;0.2;95;0.001;WGE;39.756;0.2;95;0.001;MSL;36.256;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;Si/Yes;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03021-004-2015;Sistema Iluminación/Electrical Exit Light;393234.3604N;0024349.5763E;0.01;95;0.001;WGE;7.481;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02300-001-2015;Señal/Sign;393308.7207N;0024418.2964E;0.007;95;0.001;WGE;6.538;0.01;95;0.001;MSL;0.817;m;AENA S.A.;CONSULTOP;GPS;20151123;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03532-001-2015;Árbol/Tree;393157.6502N;0024644.3524E;0.5;95;0.001;WGE;57.7;0.25;95;0.001;MSL;18.23;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00846-001-2015;Señal/Sign;393314.7930N;0024349.7344E;0.007;95;0.001;WGE;3.601;0.01;95;0.001;MSL;0.78;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03019-010-2015;Sistema Iluminación/Electrical Exit Light;393252.5369N;0024440.5864E;0.002;95;0.001;WGE;5.908;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151119;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02162-001-2015;Señal/Sign;393246.2547N;0024303.1653E;0.005;95;0.001;WGE;6.693;0.009;95;0.001;MSL;2.624;m;AENA S.A.;CONSULTOP;GPS;20151122;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01109-002-2015;Edificio/Building;393342.2907N;0024416.6519E;0.009;95;0.001;WGE;4.745;0.015;95;0.001;MSL;2.841;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;Si/Yes;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03017-005-2015;Sistema Iluminación/Electrical Exit Light;393243.2809N;0024418.6504E;0.009;95;0.001;WGE;7.376;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02978-004-2015;Sistema Iluminación/Electrical Exit Light;393259.3166N;0024423.3115E;0.01;95;0.001;WGE;8.163;0.017;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03039-001-2015;Chimenea/Chimney;393401.1051N;0024123.8848E;0.5;95;0.001;WGE;59.139;0.25;95;0.001;MSL;49.919;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151203;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-00851-001-2015;Señal/Sign;393324.1618N;0024409.5963E;0.013;95;0.001;WGE;3.587;0.014;95;0.001;MSL;0.76;m;AENA S.A.;CONSULTOP;GPS;20151126;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-01176-001-2015;Edificio/Building;393258.5068N;0024358.7680E;0.5;95;0.001;WGE;16.318;0.5;95;0.001;MSL;11.75;m;AENA S.A.;CONSULTOP;Intersección/Intersection;20151203;No;No;No;Superficial/Polygon;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02986-002-2015;Sistema Iluminación/Electrical Exit Light;393309.9111N;0024324.9731E;0.01;95;0.001;WGE;4.056;0.02;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03021-017-2015;Sistema Iluminación/Electrical Exit Light;393243.5408N;0024408.6986E;0.013;95;0.001;WGE;8.481;0.013;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02955-001-2015;Sistema Iluminación/Electrical Exit Light;393248.2986N;0024253.6522E;0.009;95;0.001;WGE;4.213;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02670-001-2015;Árbol/Tree;393310.9025N;0024308.4738E;0.2;95;0.001;WGE;14.105;0.2;95;0.001;MSL;10.015;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151125;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02263-001-2015;Señal/Sign;393233.3920N;0024344.2288E;0.01;95;0.001;WGE;6.766;0.014;95;0.001;MSL;0.77;m;AENA S.A.;CONSULTOP;GPS;20151119;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03007-001-2015;Sistema Iluminación/Electrical Exit Light;393239.9020N;0024356.8154E;0.011;95;0.001;WGE;6.981;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02983-002-2015;Sistema Iluminación/Electrical Exit Light;393302.1956N;0024307.7278E;0.011;95;0.001;WGE;4.385;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02293-001-2015;Señal/Sign;393320.2367N;0024405.9167E;0.007;95;0.001;WGE;3.136;0.011;95;0.001;MSL;0.77;m;AENA S.A.;CONSULTOP;GPS;20151123;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03000-001-2015;Sistema Iluminación/Electrical Exit Light;393337.2070N;0024436.0478E;0.007;95;0.001;WGE;3.869;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02995-011-2015;Sistema Iluminación/Electrical Exit Light;393339.3194N;0024435.1968E;0.007;95;0.001;WGE;3.655;0.011;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-03547-004-2015;Poste-Mástil/Pole;393247.7487N;0024757.3591E;0.5;95;0.001;WGE;94.599;0.25;95;0.001;MSL;7.209;m;AENA S.A.;CONSULTOP;Radiación/Radiation;20151202;No;No;No;Puntual/Point;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02952-002-2015;Sistema Iluminación/Electrical Exit Light;393247.2223N;0024248.4101E;0.011;95;0.001;WGE;4.068;0.015;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02995-015-2015;Sistema Iluminación/Electrical Exit Light;393337.1983N;0024434.1113E;0.007;95;0.001;WGE;3.789;0.019;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02984-005-2015;Sistema Iluminación/Electrical Exit Light;393302.3041N;0024309.4413E;0.007;95;0.001;WGE;4.375;0.016;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151126;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
LEPA-OBS-02992-007-2015;Sistema Iluminación/Electrical Exit Light;393326.1481N;0024402.2375E;0.009;95;0.001;WGE;3.231;0.014;95;0.001;MSL;0.73;m;AENA S.A.;CONSULTOP;GPS;20151121;Si/Yes;No;Si/Yes;Lineal/PolyLine;;;AIRAC - 03/17;2017-03-16;2017-04-27
